Date,Close,12 day EMA,26 day EMA,MACD,Signal,Middle Band,Upper Band,Lower Band,Std Dev,Z Score,
2/22/11,48.372856,49.80113484,49.24736775,0.553767097,0.490268348,49.92485735,52.27925949,47.57045521,1.177201072,-1.318382549,
2/23/11,48.945713,49.73533316,49.23619535,0.499137814,0.491155295,49.93357165,52.27122897,47.59591433,1.168828658,-0.845169772,
2/24/11,48.982857,49.67745038,49.22681245,0.450637934,0.487103559,49.92664305,52.27523146,47.57805464,1.174294206,-0.803704936,
2/25/11,49.737144,49.6820422,49.24571362,0.436328582,0.482026061,49.9620003,52.27477068,47.64922992,1.156385189,-0.194447579,
2/28/11,50.458572,49.74177526,49.2906343,0.451140963,0.478937551,50.0842146,52.21477287,47.95365633,1.065279137,0.351417189,
3/1/11,49.901428,49.75405624,49.31325629,0.440799954,0.475123791,50.15557175,52.15036887,48.16077463,0.997398561,-0.254806614,
3/2/11,50.302856,49.79627161,49.34990813,0.446363479,0.47224776,50.2062145,52.15948221,48.25294679,0.976633856,0.098953666,
3/3/11,51.365715,49.91699802,49.42456764,0.49243038,0.474266022,50.31507165,52.27220745,48.35793585,0.978567902,1.073654008,
3/4/11,51.42857,50.03327279,49.49878995,0.534482838,0.480287704,50.4333572,52.35751499,48.50919941,0.962078897,1.034439902,
3/7/11,50.765713,50.08961434,49.54571303,0.543901317,0.486649065,50.49664285,52.37424062,48.61904508,0.938798883,0.286611067,
3/8/11,50.822857,50.14601763,49.59301466,0.553002969,0.493284456,50.5243572,52.4041422,48.6445722,0.939892498,0.317589299,
3/9/11,50.352856,50.16192827,49.62115693,0.540771342,0.498033144,50.50485705,52.38318916,48.62652494,0.939166057,-0.161846831,
3/10/11,49.524284,50.11287871,49.61756904,0.495309669,0.497760797,50.42278555,52.32285213,48.52271897,0.950033289,-0.945757965,
3/11/11,50.284286,50.12606389,49.64226226,0.483801624,0.496364879,50.4045713,52.30250755,48.50663505,0.948968127,-0.126753783,
3/14/11,50.508572,50.15548759,49.67434781,0.481139779,0.494842369,50.38107125,52.26063238,48.50151012,0.939780567,0.135670767,
3/15/11,49.347141,50.09330708,49.66222904,0.431078043,0.488465937,50.2828569,52.16300749,48.40270631,0.940075296,-0.995362716,
3/16/11,47.144287,49.86645938,49.56897192,0.297487457,0.469368089,50.06935685,52.33813482,47.80057888,1.134388983,-2.578542188,
3/17/11,47.805714,49.70794051,49.50366608,0.204274431,0.442858723,49.8658569,52.18206254,47.54965126,1.158102821,-1.778894639,
3/18/11,47.238571,49.51798901,49.41977367,0.09821534,0.408394385,49.6684997,52.17593913,47.16106027,1.253719713,-1.938175395,
3/21/11,48.471428,49.43748431,49.38464975,0.052834561,0.372838402,49.588071,52.14268376,47.03345824,1.277306382,-0.874217037,
3/22/11,48.742859,49.3840516,49.36087972,0.023171873,0.337871749,49.60657115,52.12928944,47.08385286,1.261359145,-0.684747206,
3/23/11,48.455715,49.31264109,49.3273551,-0.014714015,0.302613173,49.58207125,52.14106951,47.02307299,1.27949913,-0.88031029,
3/24/11,49.281429,49.31024016,49.32565414,-0.015413978,0.270810458,49.59699985,52.1447383,47.0492614,1.273869225,-0.247726253,
3/25/11,50.220001,49.38022176,49.3587781,0.021443667,0.245873779,49.6211427,52.18358174,47.05870366,1.281219521,0.467412719,
3/28/11,50.062859,49.43273232,49.38485517,0.047877153,0.226074116,49.60135705,52.14259346,47.06012064,1.270618204,0.363210561,
3/29/11,50.137142,49.48691768,49.41271764,0.074200038,0.210886708,49.61314275,52.16241248,47.06387302,1.274634863,0.411097535,
3/30/11,49.804287,49.5113307,49.42722021,0.084110494,0.198209087,49.5882143,52.11876822,47.05766038,1.265276958,0.17077107,
3/31/11,49.787144,49.53254711,49.44055072,0.09199639,0.187587817,49.50928575,51.90107257,47.11749893,1.195893408,0.232343659,
4/1/11,49.222858,49.50872487,49.43248803,0.076236844,0.17645272,49.39900015,51.61512243,47.18287787,1.108061141,-0.158964288,
4/4/11,48.741428,49.44970204,49.40689321,0.042808824,0.16308833,49.2977859,51.43457153,47.16100027,1.068392817,-0.520742831,
4/5/11,48.412857,49.36994473,49.37007706,-0.000132331,0.146766264,49.1772859,51.22177288,47.13279892,1.02224349,-0.747795322,
4/6/11,48.291428,49.2869819,49.33012709,-0.043145191,0.127775119,49.0742145,51.07657932,47.07184968,1.001182411,-0.781862018,
4/7/11,48.297142,49.21084037,49.29186838,-0.081028014,0.106894805,49.0128574,51.03228637,46.99342843,1.009714484,-0.708829488,
4/8/11,47.865715,49.10736919,49.23904789,-0.131678701,0.083037455,48.89192885,50.88020365,46.90365405,0.994137398,-1.032265613,
4/11/11,47.257141,48.96504394,49.16564393,-0.200599987,0.054673711,48.7293573,50.69261347,46.76610113,0.981628084,-1.499769948,
4/12/11,47.485714,48.85124933,49.1034243,-0.252174971,0.023988842,48.63628595,50.65201498,46.62055692,1.007864513,-1.141593871,
4/13/11,48.01857,48.78719707,49.06324451,-0.276047438,-0.006014786,48.6800001,50.59489024,46.76510996,0.957445071,-0.690828247,
4/14/11,47.488571,48.68730276,49.00492327,-0.317620511,-0.037175358,48.66414295,50.61444216,46.71384374,0.975149607,-1.20552984,
4/15/11,46.779999,48.54058709,48.92251867,-0.381931582,-0.071650981,48.64121435,50.67123364,46.61119506,1.015009644,-1.833692281,
4/18/11,47.407143,48.45339908,48.86639364,-0.412994564,-0.105785339,48.5880001,50.69123653,46.48476367,1.051618216,-1.122895251,
4/19/11,48.265713,48.43896169,48.84414621,-0.405184523,-0.135725257,48.5641428,50.67080496,46.45748064,1.053331078,-0.283320037,
4/20/11,48.915714,48.47563494,48.84679687,-0.371161928,-0.159268924,48.58714275,50.69885877,46.47542673,1.05585801,0.31118886,
4/21/11,50.099998,48.60058595,48.89321173,-0.29262578,-0.17260461,48.6280712,50.82639982,46.42974258,1.099164311,1.339132635,
4/25/11,50.43,48.74131011,48.95012981,-0.208819706,-0.17622612,48.63857115,50.87066167,46.40648063,1.116045259,1.605157887,
4/26/11,50.060001,48.84274787,48.99123615,-0.148488285,-0.173452336,48.63842825,50.87013517,46.40672133,1.115853459,1.273977992,
4/27/11,50.021427,48.93341549,49.02939137,-0.095975876,-0.16570469,48.6326425,50.84853358,46.41675142,1.10794554,1.253477225,
4/28/11,49.535713,48.97974607,49.04814402,-0.068397952,-0.155974016,48.6192138,50.80830166,46.43012594,1.094543932,0.837334321,
4/29/11,50.01857,49.0596556,49.08408573,-0.024430122,-0.142819627,48.6307851,50.84813111,46.41343909,1.108673007,1.251753125,
5/2/11,49.468571,49.09111063,49.09832592,-0.007215287,-0.129259193,48.64307075,50.87689103,46.40925047,1.116910142,0.739092805,
5/3/11,49.742859,49.14124512,49.12219752,0.019047607,-0.114428513,48.6931423,50.98049857,46.40578603,1.143678135,0.917842763,
5/4/11,49.938572,49.20257796,49.15243361,0.050144352,-0.097971226,48.76942805,51.1183646,46.4204915,1.174468275,0.995466608,
5/5/11,49.535713,49.22820373,49.16662914,0.061574591,-0.082016645,48.8316423,51.19315097,46.47013363,1.180754334,0.596288897,
5/6/11,49.522858,49.25086945,49.1798228,0.071046643,-0.066710316,48.8929281,51.25964489,46.52621131,1.183358395,0.532323853,
5/9/11,49.657143,49.28212126,49.19750133,0.084619929,-0.051577291,48.9824995,51.32095611,46.64404289,1.169228304,0.576998947,
5/10/11,49.921429,49.33129878,49.22431346,0.106985312,-0.035721031,49.1157139,51.34114617,46.89028163,1.112716137,0.724097614,
5/11/11,49.604286,49.35229779,49.23838652,0.113911272,-0.020757801,49.2216425,51.31835634,47.12492866,1.048356922,0.364993536,
5/12/11,49.509998,49.36442858,49.24844621,0.115982373,-0.007083783,49.2962139,51.3174975,47.2749303,1.010641799,0.211533008,
5/13/11,48.642857,49.30892307,49.22601698,0.082906096,0.001915205,49.3539282,51.21766658,47.49018982,0.931869192,-0.763059028,
5/16/11,47.614285,49.1785663,49.1663232,0.012243098,0.002947994,49.3956425,51.04141341,47.74987159,0.822885453,-2.164769705,
5/17/11,48.02,49.08944581,49.12386678,-0.034420971,-0.000788903,49.42628535,50.93312249,47.91944821,0.753418569,-1.866539276,
5/18/11,48.552856,49.04816967,49.10271824,-0.054548563,-0.006164869,49.4406425,50.9058157,47.9754693,0.732586598,-1.211851954,
5/19/11,48.647144,49.01732154,49.08584512,-0.068523572,-0.012400739,49.427214,50.91735442,47.93707358,0.745070212,-1.046975154,
5/20/11,47.888573,48.93049473,49.04150171,-0.111006971,-0.022261362,49.31664275,50.92043566,47.71284984,0.801896456,-1.780865522,
5/23/11,47.771427,48.84133568,48.9944619,-0.153126224,-0.035347848,49.1837141,50.8388463,47.5285819,0.827566102,-1.706555037,
5/24/11,47.455715,48.73474947,48.93747128,-0.202721804,-0.052085244,49.0534998,50.82410388,47.28289572,0.885302039,-1.804790603,
5/25/11,48.111427,48.68680159,48.90687704,-0.220075454,-0.068884265,48.9579998,50.71477001,47.20122959,0.878385103,-0.963783194,
5/26/11,47.857143,48.6229817,48.867998,-0.245016307,-0.086497469,48.8740713,50.6744748,47.0736678,0.900201752,-1.129667098,
5/27/11,48.201427,48.59055441,48.84331019,-0.252755776,-0.1031233,48.78321415,50.52280717,47.04362113,0.869796508,-0.668877312,
5/31/11,49.689999,48.67512707,48.87466903,-0.19954196,-0.112765166,48.79428555,50.55493534,47.03363576,0.880324897,1.017480538,
6/1/11,49.35857,48.72769961,48.89259129,-0.164891686,-0.117977818,48.7750711,50.50016198,47.04998022,0.862545438,0.676484826,
6/2/11,49.442856,48.78271164,48.91297147,-0.13025983,-0.119206019,48.7502853,50.41828906,47.08228154,0.834001881,0.83041863,
6/3/11,49.062859,48.80426143,48.91852286,-0.114261423,-0.118711559,48.7266426,50.36083319,47.09245201,0.817095296,0.411477586,
6/6/11,48.291428,48.76481271,48.89529712,-0.130484413,-0.119888845,48.6650711,50.26539222,47.06474998,0.80016056,-0.466960156,
6/7/11,47.434284,48.66246435,48.84118552,-0.178721178,-0.125772078,48.55392815,50.17279433,46.93506197,0.809433091,-1.383244845,
6/8/11,47.462856,48.57018678,48.79013628,-0.219949502,-0.13518982,48.4309995,49.98471203,46.87728697,0.776856264,-1.246232469,
6/9/11,47.355713,48.47676572,48.73700949,-0.260243773,-0.147695216,48.31857085,49.83988906,46.79725264,0.760659107,-1.265820446,
6/10/11,46.557144,48.32910251,48.65627374,-0.327171224,-0.165642817,48.17092815,49.77622214,46.56563416,0.802646996,-2.010577698,
6/13/11,46.657143,48.20049024,48.58223186,-0.381741615,-0.187252696,48.07164245,49.79530303,46.34798187,0.861830288,-1.641273775,
6/14/11,47.491428,48.14594699,48.54183171,-0.395884721,-0.208115899,48.0654996,49.79688151,46.33411769,0.865690954,-0.663136882,
6/15/11,46.67857,48.03307184,48.47282202,-0.439750181,-0.231279327,47.9984281,49.83779455,46.15906165,0.919683227,-1.435122509,
6/16/11,46.451427,47.91140685,48.39795554,-0.486548687,-0.256806263,47.89335665,49.83652549,45.95018781,0.97158442,-1.484101247,
6/17/11,45.751427,47.74525456,48.29993596,-0.554681407,-0.286593777,47.7485708,49.87786314,45.61927846,1.064646169,-1.875875627,
6/20/11,45.045715,47.53759767,48.17940926,-0.641811594,-0.322115559,47.6064279,50.05237813,45.16047767,1.222975117,-2.093838921,
6/21/11,46.471428,47.45558461,48.11615069,-0.66056608,-0.355960611,47.54142795,50.03749622,45.04535968,1.248034134,-0.857348305,
6/22/11,46.087143,47.35031988,48.04100226,-0.690682387,-0.389432789,47.47299935,50.05260125,44.89339745,1.289800951,-1.074473041,
6/23/11,47.318573,47.34787781,48.01424562,-0.666367815,-0.417126291,47.43335665,49.995961,44.8707523,1.281302177,-0.089583591,
6/24/11,46.621429,47.29199713,47.96265982,-0.670662691,-0.442479931,47.37157095,49.95068758,44.79245432,1.289558315,-0.581704558,
6/27/11,47.434284,47.30294227,47.94309035,-0.640148073,-0.462246745,47.3332138,49.88301663,44.78341097,1.274901415,0.079276875,
6/28/11,47.894287,47.34843033,47.94128282,-0.592852485,-0.475307319,47.2434282,49.55956093,44.92729547,1.158066363,0.562022023,
6/29/11,47.720001,47.37701269,47.93308719,-0.556074503,-0.483384038,47.16149975,49.26914437,45.05385513,1.053822309,0.529976682,
6/30/11,47.952858,47.42130848,47.93381944,-0.512510962,-0.48629673,47.08699985,48.94574558,45.22825412,0.929372865,0.931658522,
7/1/11,49.037144,47.54560352,47.97468332,-0.429079795,-0.480575037,47.0857141,48.9387318,45.2326964,0.926508849,2.106218307,
7/5/11,49.918571,47.72813948,48.04667916,-0.318539675,-0.464371501,47.16707125,49.35550529,44.97863721,1.094217019,2.514583216,
7/6/11,50.251427,47.92223852,48.12833648,-0.206097963,-0.438544147,47.3079284,49.8951008,44.720756,1.293586198,2.275456096,
7/7/11,51.028572,48.16118725,48.23575261,-0.074565364,-0.402146269,47.4862142,50.56337658,44.40905182,1.53858119,2.302353507,
7/8/11,51.387142,48.40933762,48.35247074,0.056866876,-0.356244954,47.68778565,51.22302168,44.15254962,1.767618017,2.092848293,
7/11/11,50.57143,48.57565242,48.43465442,0.140997998,-0.306520659,47.88849995,51.60464751,44.17235239,1.85807378,1.443930849,
7/12/11,50.535713,48.72642631,48.5124714,0.213954905,-0.254473102,48.08242845,51.93048078,44.23437612,1.924026165,1.27507858,
7/13/11,51.145714,48.91252536,48.6099989,0.302526455,-0.198773147,48.26514275,52.33563744,44.19464806,2.035247347,1.415342098,
7/14/11,51.110001,49.08156195,48.70259158,0.378970372,-0.140998795,48.4867143,52.67432836,44.29910024,2.093807032,1.252878924,
7/15/11,52.131428,49.31616703,48.82958552,0.486581512,-0.078240764,48.77071435,53.1434758,44.3979529,2.186380725,1.537112732,
7/18/11,53.400002,49.63030818,48.9988602,0.631447979,-0.00727189,49.1531431,53.74636754,44.55991866,2.296612218,1.849184145,
7/19/11,53.835712,49.95380078,49.17800286,0.775797921,0.071035091,49.59264295,54.21311022,44.97217568,2.310233634,1.83664067,
7/20/11,55.271427,50.36284895,49.40368524,0.959163716,0.159847954,50.0326429,55.05974871,45.00553709,2.513552904,2.084214775,
7/21/11,55.327145,50.74471788,49.62307263,1.121645244,0.256027683,50.494643,55.69053038,45.29875562,2.597943691,1.860125767,
7/22/11,56.185715,51.16325612,49.86613346,1.297122656,0.36013718,50.9380001,56.49358499,45.38241521,2.777792445,1.889167389,
7/25/11,56.92857,51.6067418,50.12770519,1.479036616,0.472027124,51.45335715,57.23078638,45.67592792,2.888714615,1.895380326,
7/26/11,57.630001,52.07006943,50.40556799,1.664501438,0.591274555,51.963143,58.03896425,45.88732175,3.037910626,1.865380091,
7/27/11,56.084286,52.37885532,50.61589088,1.762964439,0.708443543,52.37264295,58.39756566,46.34772024,3.012461353,1.232096487,
7/28/11,55.974285,52.65542684,50.81434992,1.841076911,0.82170688,52.78535715,58.59536001,46.97535429,2.90500143,1.097737102,
7/29/11,55.782856,52.89599831,50.99836867,1.897629642,0.929299156,53.17685705,58.6619208,47.6917933,2.742531876,0.950216467,
8/1/11,56.67857,53.18696536,51.2087465,1.978218868,1.034191128,53.55892835,58.89230569,48.22555101,2.666688668,1.169855967,
8/2/11,55.558571,53.36939657,51.36985111,1.999545459,1.130726561,53.84092835,58.95580304,48.72605366,2.557437345,0.671626483,
8/3/11,56.081429,53.57801445,51.54435399,2.033660454,1.22101995,54.13242845,59.04653503,49.21832187,2.457053292,0.793226812,
8/4/11,53.91,53.6035518,51.63197051,1.971581285,1.296076084,54.27649985,58.97152577,49.58147393,2.347512961,-0.15612261,
8/5/11,53.374287,53.58591604,51.69650075,1.889415292,1.355410004,54.3758571,58.89421001,49.85750419,2.259176456,-0.443334162,
8/8/11,50.458572,53.34535112,51.65065154,1.694699578,1.389338962,54.3702142,58.90880909,49.83161931,2.269297446,-1.723723881,
8/9/11,53.43,53.35186257,51.71655333,1.635309236,1.413935989,54.51492855,58.71032115,50.31953595,2.097696299,-0.517200012,
8/10/11,51.955715,53.2444666,51.72541117,1.51905543,1.424447933,54.5554286,58.62770787,50.48314933,2.036139636,-1.276785518,
8/11/11,53.385715,53.25533186,51.78690391,1.468427957,1.428845936,54.6692143,58.45310655,50.88532205,1.891946124,-0.678401612,
8/12/11,53.855713,53.30151503,51.86352647,1.437988562,1.429760198,54.75542855,58.37067433,51.14018277,1.807622889,-0.497734099,
8/15/11,54.772858,53.41469526,51.97127949,1.443415771,1.431125755,54.82407135,58.38264574,51.26549696,1.779287197,-0.028783071,
8/16/11,54.354286,53.48697147,52.05953899,1.427432481,1.430756428,54.85000005,58.38573622,51.31426388,1.767868085,-0.280402171,
8/17/11,54.348572,53.55324843,52.14431799,1.408930445,1.42857383,54.8038573,58.34052359,51.26719101,1.768333145,-0.257465796,
8/18/11,52.292858,53.45629532,52.14981947,1.306475853,1.416364032,54.65214295,58.3509047,50.9533812,1.849380874,-1.275716097,
8/19/11,50.861427,53.25669007,52.10210123,1.154588837,1.390186512,54.38592855,58.37497315,50.39688395,1.994522298,-1.767090573,
8/22/11,50.919998,53.07694452,52.05831963,1.018624894,1.353030351,54.08549995,58.17210881,49.99889109,2.043304431,-1.549207207,
8/23/11,53.371429,53.09959717,52.10695331,0.992643866,1.316991702,53.87257135,57.61046844,50.13467426,1.868948547,-0.26814133,
8/24/11,53.740002,53.14885908,52.16743659,0.981422491,1.283434781,53.75535715,57.34532898,50.16538532,1.794985916,-0.008554468,
8/25/11,53.388573,53.16729862,52.21266387,0.954634749,1.250554778,53.62607155,57.06253573,50.18960737,1.718232091,-0.138222625,
8/26/11,54.797142,53.29267118,52.30838528,0.984285904,1.22392789,53.57678585,56.90972241,50.24384929,1.66646828,0.732300857,
8/29/11,55.709999,53.47861948,52.43437097,1.044248504,1.205959952,53.5283573,56.69555234,50.36116226,1.58359752,1.377649101,
8/30/11,55.712856,53.65048383,52.55579634,1.094687481,1.194832705,53.53607155,56.72476598,50.34737712,1.594347214,1.365313924,
8/31/11,54.975716,53.75242476,52.645423,1.107001764,1.186049611,53.4807859,56.51842762,50.44314418,1.518820859,0.984270193,
9/1/11,54.432858,53.80476578,52.71162429,1.093141485,1.176758798,53.5069288,56.56902532,50.44483228,1.531048261,0.604768134,
9/2/11,53.435715,53.77637726,52.73844247,1.03793479,1.162876397,53.5100002,56.57165973,50.44834067,1.530829765,-0.048526101,
9/6/11,54.248573,53.81270001,52.79437323,1.018326779,1.148421435,53.69950025,56.41558978,50.98341072,1.358044763,0.404311231,
9/7/11,54.847141,53.89227239,52.87040167,1.021870727,1.135766365,53.7703573,56.53042826,51.01028634,1.380035478,0.780257984,
9/8/11,54.877144,53.96803175,52.94472546,1.023306291,1.124520357,53.91642875,56.57965881,51.25319869,1.331615031,0.72146621,
9/9/11,53.925713,53.96477646,52.98105833,0.983718131,1.110440135,53.94342865,56.59492763,51.29192967,1.325749489,-0.013362743,
9/12/11,54.277142,53.98880458,53.02906143,0.95974315,1.095370436,53.9645001,56.61975954,51.30924066,1.327629722,0.235488777,
9/13/11,54.945713,54.06241292,53.10004852,0.962364395,1.082069832,53.97314285,56.64057825,51.30570745,1.333717701,0.729217397,
9/14/11,55.614285,54.18178769,53.19316839,0.988619301,1.072724779,54.0361428,56.79928185,51.27300375,1.381569527,1.142282143,
9/15/11,56.137142,54.33219956,53.30220445,1.029995111,1.068451812,54.1255713,57.04276495,51.20837765,1.458596825,1.379113587,
9/16/11,57.214287,54.5538986,53.4470964,1.106802199,1.072286851,54.37164275,57.46298525,51.28030025,1.545671252,1.839100162,
9/19/11,58.804287,54.88085155,53.64551086,1.235340686,1.088592234,54.76878575,57.99907536,51.53849614,1.615144803,2.498538362,
9/20/11,59.064285,55.20265412,53.8462062,1.356447921,1.115377803,55.1760001,58.41675498,51.93524522,1.620377442,2.39961678,
9/21/11,58.877144,55.48530719,54.03253723,1.452769959,1.149117019,55.45128585,58.97005305,51.93251865,1.759383602,1.947192271,
9/22/11,57.402859,55.63281118,54.15736396,1.475447212,1.181750038,55.6344287,59.15945208,52.10940532,1.762511691,1.003358054,
9/23/11,57.757141,55.79622116,54.29068904,1.505532123,1.214128246,55.8528571,59.33303623,52.37267797,1.740089564,1.094359704,
9/26/11,57.595715,55.93464377,54.41309741,1.521546357,1.244870058,55.99278575,59.51898068,52.46659082,1.763097467,0.909155211,
9/27/11,57.037144,56.01945148,54.51028432,1.509167157,1.271299767,56.059143,59.61277394,52.50551206,1.776815469,0.550423506,
9/28/11,56.715714,56.07301013,54.5919669,1.481043232,1.292274114,56.1092859,59.67063619,52.54793561,1.780675147,0.340560771,
9/29/11,55.795715,56.05167974,54.63655016,1.415129574,1.30455966,56.15028585,59.67538388,52.62518782,1.762549016,-0.201169356,
9/30/11,54.474285,55.93034168,54.63054034,1.299801338,1.304083828,56.1523572,59.67325231,52.63146209,1.760447555,-0.95320772,
10/3/11,53.514286,55.74449124,54.58919759,1.155293654,1.28920481,56.15628575,59.66457075,52.64800075,1.754142502,-1.506148872,
10/4/11,53.214287,55.54986015,54.53827497,1.011585173,1.261442847,56.10457145,59.75871989,52.45042301,1.827074218,-1.581919564,
10/5/11,54.035713,55.43338729,54.51966157,0.913725722,1.226671134,56.06400005,59.79415955,52.33384055,1.865079749,-1.087506875,
10/6/11,53.91,55.31620365,54.49708151,0.819122143,1.185916235,56.01564285,59.83460516,52.19668054,1.909481157,-1.102730363,
10/7/11,52.828571,55.12484729,54.43528482,0.68956247,1.136280859,55.96078575,59.93453333,51.98703817,1.986873789,-1.576453807,
10/10/11,55.544285,55.15711173,54.4763589,0.680752829,1.090728056,56.0241429,59.92459404,52.12369176,1.95022557,-0.246052512,
10/11/11,57.184284,55.31304806,54.57665243,0.736395635,1.055294813,56.13607145,60.03469663,52.23744627,1.949312591,0.537734458,
10/12/11,57.455715,55.4778686,54.68328437,0.794584221,1.029223754,56.22814295,60.16170239,52.29458351,1.966779719,0.624153299,
10/13/11,58.347141,55.69858186,54.81898277,0.87959909,1.014261288,56.3386429,60.38401436,52.29327144,2.022685728,0.992985748,
10/14/11,60.285713,56.0514381,55.02145426,1.029983841,1.015833543,56.4922142,60.89496024,52.08946816,2.201373022,1.723242159,
10/17/11,59.998573,56.35506386,55.20579199,1.149271872,1.029177376,56.5519285,61.11614575,51.98771125,2.282108627,1.510289414,
10/18/11,60.32,56.66005895,55.3952071,1.264851848,1.052744823,56.61471425,61.35557721,51.87385129,2.370431479,1.563127128,
10/19/11,56.945713,56.68203234,55.45263324,1.229399092,1.07041025,56.5181427,61.14220819,51.89407721,2.312032747,0.184932631,
10/20/11,56.472858,56.665942,55.49041935,1.175522656,1.080921491,56.47164265,61.07691413,51.86637117,2.302635741,0.000527808,
10/21/11,56.124287,56.62427623,55.51389593,1.110380307,1.083867372,56.38999995,60.95705209,51.82294781,2.283526072,-0.116360813,
10/24/11,57.967144,56.72757375,55.60475697,1.122816788,1.087762314,56.4085714,60.99922716,51.81791564,2.295327882,0.679019591,
10/25/11,56.824287,56.73501323,55.64992475,1.085088489,1.087494931,56.39792855,60.98343253,51.81242457,2.292751992,0.185959254,
10/26/11,57.228573,56.77297937,55.7083932,1.064586171,1.085204055,56.4235715,61.02227506,51.82486794,2.29935178,0.350099322,
10/27/11,57.812859,56.85297011,55.78633638,1.066633734,1.083347023,56.5244287,61.15353174,51.89532566,2.31455152,0.556665206,
10/28/11,57.849998,56.92966456,55.86276829,1.066896275,1.081701948,56.69321435,61.25322587,52.13320283,2.280005759,0.507359969,
10/31/11,57.825714,56.99859144,55.93546998,1.063121462,1.0798439,56.90878575,61.23782231,52.57974919,2.164518281,0.423617697,
11/1/11,56.644287,56.97133726,55.96172246,1.009614792,1.072820989,57.08028575,61.04990835,53.11066315,1.984811299,-0.219667608,
11/2/11,56.772858,56.95606962,55.99176452,0.9643051,1.0619694,57.217143,60.9249025,53.5093835,1.85387975,-0.239651466,
11/3/11,57.581429,57.00417419,56.05064098,0.953533205,1.051125781,57.40071445,60.76686397,54.03456493,1.68307476,0.107371671,
11/4/11,57.177143,57.01747948,56.09236328,0.925116201,1.038524823,57.61814305,60.21458016,55.02170594,1.298218554,-0.339696308,
11/7/11,57.104286,57.02415691,56.1298419,0.894315007,1.024103841,57.6961431,60.11812744,55.27415876,1.210992168,-0.488737348,
11/8/11,58.032856,57.10174914,56.2003239,0.901425241,1.011835981,57.7385717,60.15251849,55.32462491,1.206973394,0.243820039,
11/9/11,56.468571,57.05304313,56.21025898,0.842784152,0.994930798,57.6892145,60.16703535,55.21139365,1.238910427,-0.985255651,
11/10/11,55.031429,56.89753435,56.16659861,0.730935742,0.968531293,57.5234289,60.24737113,54.79948667,1.361971115,-1.829700991,
11/11/11,54.945713,56.74739425,56.12138063,0.626013624,0.934279526,57.2564289,59.88553589,54.62732191,1.314553494,-1.757795259,
11/14/11,54.18,56.54990238,56.04947764,0.500424745,0.890894048,56.96550025,59.60468824,54.32631226,1.319593993,-2.110876728,
11/15/11,55.547142,56.47276697,56.03087262,0.441894354,0.845994078,56.72685735,58.91319294,54.54052176,1.093167794,-1.079171337,
